Unique_ID,First_Name,Last_Name,Age_at_First_Offense,Current_Age,Gender,Education_Level,Employment_Status,Marital_Status,Substance_Abuse_History,Mental_Health_Issues,Family_Criminal_History,Prior_Convictions,Type_of_Crimes_Committed,Length_of_Prison_Stay,In_Prison_Behavior,Discharge_Status,Neighborhood_Crime_Rates,Access_to_Support_Services,Social_Support,Recidivism_of_Peers,Number_of_Reoffenses,Socioeconomic_Status,Dependents,Gang_Affiliation,Committed_Juvenile_Crime,Address
372,Upma,Gola,19,61,Male,Graduate,Unemployed,Widowed,Yes,Yes,Yes,5,Cybercrime,16,Average,Completed Sentence,1.09,No,Moderate,Low,4,High,5,Yes,No,"17, Pall Nagar, Dewas-342799"
373,Eiravati,Saxena,10,38,Male,Postgraduate,Self-Employed,Single,Yes,No,Yes,0,Assault,10,Average,Completed Sentence,8.52,No,Weak,Moderate,1,Low,1,No,No,"908, Sen Ganj, Mirzapur-694292"
374,Indira,Issac,15,41,Other,Postgraduate,Unemployed,Divorced,Yes,No,No,2,Theft,5,Poor,Escaped,6.39,Yes,Weak,Low,5,High,3,No,Yes,"H.No. 24, Tara Chowk, Muzaffarpur 184560"
375,Dayita,Kashyap,29,36,Female,Graduate,Self-Employed,Divorced,No,Yes,No,10,Assault,4,Poor,Completed Sentence,2.59,No,Strong,High,3,Low,4,Yes,No,"46/61, Reddy Path, Jhansi-842200"
376,Sai,Apte,23,38,Male,Secondary,Unemployed,Widowed,Yes,No,No,4,Theft,17,Poor,Parole,9.27,No,Strong,High,2,Low,2,Yes,Yes,"25, Mukherjee Nagar, Ajmer 186244"
377,Pooja,Kalla,26,48,Male,Postgraduate,Self-Employed,Divorced,No,Yes,Yes,8,Drug Trafficking,20,Average,Parole,2.15,No,Weak,Low,3,High,3,Yes,Yes,"957, Varma, Malda 608990"
378,Balendra,Bajaj,26,27,Male,Graduate,Employed,Widowed,Yes,Yes,Yes,1,Theft,10,Poor,Completed Sentence,6.33,No,Strong,Moderate,2,Low,0,No,No,"H.No. 491, Mitra Circle, Chandigarh-655149"
379,Diya,Datta,12,58,Male,Higher Secondary,Employed,Widowed,Yes,No,No,9,Assault,5,Average,Parole,3.91,No,Moderate,Moderate,0,High,0,No,Yes,"90, Borra Path, Sultan Pur Majra 935824"
380,Nilima,Nair,15,58,Male,Primary,Self-Employed,Single,Yes,Yes,Yes,9,Murder,6,Average,Parole,5.01,No,Weak,Moderate,1,High,5,Yes,No,"32, Hari Street, Jamnagar-230834"
381,Zayan,Pingle,30,34,Male,Higher Secondary,Unemployed,Single,No,Yes,No,0,Cybercrime,5,Average,Completed Sentence,7.11,Yes,Strong,Low,5,High,2,Yes,No,"66/21, Munshi Street, Bijapur 345935"
382,Vincent,Bakshi,25,36,Male,No Formal Education,Self-Employed,Married,No,No,No,0,Theft,14,Good,Completed Sentence,1.04,No,Moderate,Moderate,3,Middle,0,Yes,No,"33/469, Bal Chowk, Noida-354612"
383,Vasudha,Menon,27,47,Female,Graduate,Self-Employed,Married,No,No,Yes,8,Assault,2,Poor,Parole,1.13,Yes,Moderate,High,2,Middle,3,Yes,No,"H.No. 876, Chatterjee Ganj, Munger 579139"
384,Gavin,Kaul,23,31,Male,Primary,Self-Employed,Married,No,No,Yes,5,Cybercrime,16,Good,Escaped,2.67,Yes,Weak,Low,3,High,4,Yes,Yes,"H.No. 77, Saran Path, Dharmavaram-916873"
385,Pahal,Bora,18,34,Female,Primary,Employed,Divorced,Yes,No,No,4,Fraud,16,Poor,Completed Sentence,6.06,Yes,Strong,Moderate,1,Middle,1,Yes,Yes,"36/51, Oommen Zila, Vadodara 510751"
386,Jacob,Choudhry,30,42,Male,No Formal Education,Self-Employed,Single,No,Yes,Yes,7,Assault,8,Average,Escaped,2.59,Yes,Weak,High,3,Middle,4,No,No,"45, Aurora Street, Panvel-944924"
387,Radha,Doctor,25,45,Male,No Formal Education,Employed,Single,Yes,Yes,Yes,10,Murder,3,Poor,Parole,3.39,Yes,Weak,Moderate,1,Low,4,No,Yes,"H.No. 85, Kumer Chowk, Salem-908095"
388,Urvashi,Gupta,21,25,Male,Graduate,Unemployed,Single,Yes,Yes,No,4,Drug Trafficking,12,Poor,Parole,9.5,No,Strong,Moderate,0,Middle,0,Yes,Yes,"72/049, Thaker Chowk, Etawah 321254"
389,Kiaan,Chawla,17,63,Male,Higher Secondary,Unemployed,Married,Yes,No,Yes,7,Theft,7,Good,Escaped,7.11,No,Strong,Low,3,Low,4,No,Yes,"H.No. 75, Dhar Nagar, Tiruppur-396371"
390,Parth,Jain,24,31,Male,Secondary,Self-Employed,Widowed,Yes,No,Yes,1,Murder,20,Good,Escaped,6.57,Yes,Moderate,Moderate,2,Low,3,Yes,No,"H.No. 14, Gupta Street, Jalgaon-823172"
391,Parth,Bora,25,59,Female,Secondary,Self-Employed,Widowed,No,No,No,7,Theft,3,Average,Parole,1.36,No,Weak,Low,1,High,0,Yes,No,"205, Chand Marg, Sagar 497474"
392,Kritika,Mangat,18,40,Female,Higher Secondary,Unemployed,Single,Yes,Yes,No,8,Drug Trafficking,16,Poor,Completed Sentence,8.42,No,Weak,Moderate,1,Middle,3,Yes,No,"593, Goyal Path, Indore 166962"
393,Chavvi,Ray,16,34,Male,No Formal Education,Employed,Married,No,No,No,1,Theft,15,Average,Completed Sentence,3.34,No,Strong,High,4,Middle,0,Yes,No,"07, Agarwal Ganj, Kalyan-Dombivli-705031"
394,Ekiya,Bal,22,66,Other,No Formal Education,Unemployed,Divorced,Yes,Yes,Yes,2,Assault,14,Average,Parole,4.22,No,Moderate,Moderate,2,Low,1,No,Yes,"22, Joshi Ganj, Guwahati 784831"
395,Priya,Murthy,17,18,Female,Primary,Self-Employed,Widowed,Yes,Yes,No,4,Drug Trafficking,16,Poor,Escaped,2.21,No,Moderate,High,1,High,2,Yes,No,"H.No. 75, Bassi Zila, Alappuzha 376633"
396,Thomas,Banik,12,70,Other,Primary,Self-Employed,Married,No,No,Yes,7,Drug Trafficking,12,Average,Completed Sentence,7.49,No,Moderate,Moderate,2,Middle,1,Yes,No,"062, Mandal Zila, Dibrugarh-953127"
397,Jacob,Bose,16,38,Other,Graduate,Employed,Married,Yes,Yes,No,6,Theft,16,Poor,Parole,4.38,Yes,Strong,Moderate,2,High,2,Yes,No,"95/62, Soni Path, Ozhukarai-091657"
398,Unnati,Chaudhuri,12,69,Female,Graduate,Self-Employed,Divorced,Yes,Yes,Yes,2,Cybercrime,19,Poor,Completed Sentence,7.86,No,Moderate,High,3,Middle,2,Yes,Yes,"H.No. 47, Pandya Zila, Katni 877389"
399,Chandran,Srinivas,17,32,Male,Secondary,Unemployed,Married,No,No,No,6,Theft,5,Average,Escaped,9.76,No,Strong,High,3,Middle,5,Yes,No,"H.No. 78, Parmar, Agra-683521"
400,Ekta,Soni,25,63,Other,Secondary,Unemployed,Married,Yes,No,Yes,8,Theft,20,Average,Completed Sentence,6.47,No,Strong,Low,5,Middle,4,Yes,No,"H.No. 46, Raghavan, Purnia 703389"
401,Krisha,Majumdar,10,48,Male,Postgraduate,Unemployed,Widowed,No,No,Yes,9,Cybercrime,6,Average,Escaped,6.59,No,Strong,High,2,Low,4,No,Yes,"50/45, Sarraf, Aurangabad-700988"
402,Aayush,Chhabra,26,49,Other,No Formal Education,Self-Employed,Married,Yes,Yes,No,1,Cybercrime,19,Poor,Completed Sentence,4.32,Yes,Weak,Low,5,Middle,1,No,No,"90, Merchant Street, Bangalore 710039"
403,Geetika,Ranganathan,12,43,Other,Higher Secondary,Unemployed,Single,No,Yes,Yes,7,Drug Trafficking,15,Poor,Completed Sentence,3.27,No,Moderate,High,2,High,0,Yes,No,"540, Rana Road, Kolkata 677716"
404,Chandani,Lala,18,67,Male,Secondary,Employed,Widowed,Yes,No,Yes,5,Fraud,5,Average,Parole,9.8,Yes,Moderate,Low,3,Low,3,Yes,Yes,"61/93, Sachdeva Zila, Dhanbad-473909"
405,Qadim,Bassi,10,47,Male,Postgraduate,Self-Employed,Married,Yes,Yes,No,3,Murder,16,Poor,Completed Sentence,2.91,No,Weak,Moderate,1,Low,0,No,Yes,"H.No. 62, Tandon, Vasai-Virar 321064"
406,Anita,Kuruvilla,23,54,Male,Secondary,Unemployed,Widowed,Yes,Yes,No,5,Theft,11,Good,Escaped,4.43,Yes,Strong,Moderate,5,High,1,No,No,"14/613, Natarajan Road, Amritsar 571162"
407,Chaitanya,Desai,21,44,Female,Secondary,Unemployed,Married,No,Yes,No,8,Fraud,12,Average,Parole,5.41,Yes,Weak,High,1,Middle,4,No,No,"418, Mutti Street, Ambarnath 264777"
408,Tara,Parekh,27,33,Male,No Formal Education,Unemployed,Widowed,No,No,No,2,Theft,11,Average,Escaped,5.31,No,Strong,High,4,Middle,0,No,No,"770, Kamdar Path, Hubli–Dharwad 830800"
409,Xavier,Murty,18,58,Female,No Formal Education,Self-Employed,Married,No,Yes,No,6,Cybercrime,3,Poor,Parole,4.75,No,Weak,Moderate,1,Middle,0,No,No,"58, Halder Circle, Maheshtala 584496"
410,Wriddhish,Kala,19,57,Male,Secondary,Unemployed,Single,Yes,Yes,Yes,2,Drug Trafficking,19,Average,Completed Sentence,1.07,Yes,Moderate,Low,1,Low,1,No,Yes,"H.No. 683, Chatterjee Circle, Varanasi 019167"
411,Gabriel,Reddy,25,36,Female,No Formal Education,Unemployed,Single,No,Yes,Yes,7,Theft,3,Poor,Completed Sentence,8.25,Yes,Moderate,Moderate,0,Low,5,No,Yes,"H.No. 10, Mitra, Patna 382438"
412,Aashi,Rajan,29,63,Female,Graduate,Employed,Widowed,No,No,Yes,2,Fraud,14,Good,Escaped,4.26,Yes,Weak,High,0,Middle,3,Yes,No,"H.No. 245, Kale Nagar, Chittoor-774879"
413,Samesh,Basu,11,47,Other,Graduate,Employed,Single,No,Yes,Yes,7,Fraud,11,Poor,Completed Sentence,7.11,No,Moderate,High,2,Low,0,No,Yes,"H.No. 333, Bhatt Marg, Madanapalle 897554"
414,Warda,Bala,21,23,Female,Graduate,Employed,Single,Yes,Yes,No,8,Theft,16,Average,Completed Sentence,5.46,Yes,Strong,Moderate,4,High,3,No,No,"280, Grover Road, Karimnagar 045557"
415,Kamya,Gill,24,48,Male,Primary,Employed,Single,No,No,Yes,9,Fraud,19,Average,Parole,4.72,Yes,Weak,Low,0,Middle,1,No,Yes,"94/693, Bakshi Ganj, Dehri 345254"
416,Omya,Rao,12,18,Male,Postgraduate,Employed,Married,Yes,No,Yes,10,Cybercrime,18,Poor,Parole,6.05,No,Strong,Low,5,Low,0,Yes,No,"H.No. 64, Goswami, Bhavnagar-369958"
417,Krish,Balay,14,32,Female,Graduate,Unemployed,Married,Yes,Yes,Yes,7,Assault,6,Average,Parole,8.35,No,Strong,High,5,High,4,Yes,Yes,"H.No. 44, Manda Ganj, Dindigul-457369"
418,Fitan,Pradhan,11,18,Female,No Formal Education,Self-Employed,Widowed,Yes,No,Yes,2,Theft,1,Poor,Completed Sentence,4.71,Yes,Strong,Low,1,High,2,Yes,No,"15/20, Chawla Chowk, Junagadh 521090"
419,Nikita,Agate,16,21,Other,Higher Secondary,Self-Employed,Widowed,No,Yes,No,1,Fraud,8,Average,Completed Sentence,9.67,No,Strong,High,5,Low,4,Yes,Yes,"29/713, Rattan Path, Bathinda-716134"
420,Qushi,Wagle,16,31,Female,No Formal Education,Unemployed,Widowed,No,Yes,Yes,5,Fraud,2,Average,Escaped,7.68,No,Strong,Low,1,High,5,Yes,No,"65, Gole, Chinsurah-912415"
421,Yamini,Dar,21,58,Female,Secondary,Self-Employed,Single,Yes,Yes,No,4,Murder,15,Average,Completed Sentence,1.24,No,Moderate,Moderate,3,Low,2,Yes,No,"280, Narang Circle, Mumbai-519524"
422,Champak,Majumdar,27,64,Female,Higher Secondary,Unemployed,Married,No,Yes,No,8,Theft,9,Good,Escaped,5.71,Yes,Strong,High,5,Middle,1,No,Yes,"02, Sura Street, Tadipatri-746938"
423,Chasmum,Puri,14,41,Male,Higher Secondary,Self-Employed,Widowed,No,No,No,3,Murder,9,Poor,Completed Sentence,1.76,No,Strong,Moderate,0,High,2,Yes,No,"694, Korpal Chowk, Pimpri-Chinchwad 979299"
424,Tanmayi,Sekhon,18,19,Female,Postgraduate,Self-Employed,Divorced,No,Yes,Yes,7,Fraud,13,Average,Completed Sentence,5.2,Yes,Strong,High,0,Middle,1,No,No,"25/546, Gola, Naihati-510281"
425,Fariq,Bora,24,26,Other,Secondary,Employed,Single,No,Yes,Yes,3,Fraud,9,Poor,Parole,9.39,Yes,Weak,Low,5,High,5,No,Yes,"14, Basak Marg, Etawah 243296"
426,Manya,Kurian,10,31,Female,No Formal Education,Employed,Divorced,No,Yes,No,6,Theft,14,Good,Completed Sentence,7.71,No,Moderate,Moderate,0,Low,4,No,Yes,"H.No. 26, Jha Nagar, Tumkur 387580"
427,Ijaya,Ganguly,30,64,Male,No Formal Education,Employed,Married,No,Yes,Yes,9,Assault,6,Average,Escaped,3.42,Yes,Weak,High,3,High,3,No,No,"29/457, Mani Zila, Ozhukarai-301489"
428,Triya,Mohan,10,48,Female,No Formal Education,Employed,Married,Yes,No,Yes,6,Cybercrime,16,Poor,Parole,3.75,No,Strong,Moderate,5,Low,2,Yes,Yes,"04, Pandey Path, Berhampur-831445"
429,Ojasvi,Bava,12,19,Other,Graduate,Unemployed,Single,No,Yes,No,1,Murder,16,Poor,Parole,7.66,Yes,Weak,Low,2,Middle,4,No,Yes,"13, Krishna Circle, Bhalswa Jahangir Pur-692635"
430,Ranbir,Bawa,18,43,Female,No Formal Education,Employed,Widowed,No,No,Yes,8,Drug Trafficking,11,Good,Escaped,7.99,No,Strong,High,3,High,2,No,No,"00/03, Sant Road, Secunderabad-793406"
431,Aarna,Sodhi,14,25,Other,Secondary,Self-Employed,Divorced,Yes,No,Yes,1,Assault,14,Good,Escaped,1.68,No,Weak,Low,5,Low,2,Yes,No,"H.No. 877, Srinivasan Zila, Visakhapatnam-498233"
432,Garima,Naik,14,35,Other,Primary,Employed,Single,No,Yes,Yes,5,Theft,10,Poor,Parole,2.14,Yes,Moderate,High,0,Low,1,Yes,No,"322, Ghose Ganj, Amroha 753482"
433,Anya,Agate,17,47,Male,Graduate,Self-Employed,Single,No,Yes,Yes,4,Assault,7,Good,Completed Sentence,2.25,No,Weak,High,1,Middle,1,No,No,"H.No. 67, Deshpande Chowk, Bhiwani 530314"
434,Rehaan,Bora,21,24,Female,Secondary,Employed,Single,Yes,Yes,Yes,3,Murder,6,Good,Escaped,2.26,No,Moderate,Moderate,5,Middle,3,No,No,"11/637, Bal Path, Panvel 652258"
435,Priya,Warrior,30,44,Other,Graduate,Employed,Widowed,No,Yes,No,4,Drug Trafficking,8,Average,Escaped,8.22,No,Weak,Low,3,High,4,Yes,No,"71/92, Bhat, Sambhal 445951"
436,Warjas,Reddy,10,43,Male,Higher Secondary,Unemployed,Divorced,Yes,No,Yes,3,Assault,3,Poor,Parole,6.17,Yes,Moderate,Moderate,4,Middle,5,No,No,"47/358, More Marg, Guntur 944671"
437,Divya,Buch,12,47,Female,Higher Secondary,Unemployed,Single,Yes,No,No,6,Drug Trafficking,13,Poor,Completed Sentence,9.77,Yes,Moderate,Moderate,4,High,1,Yes,No,"734, Chacko Circle, Tenali-581780"
438,Chakradev,Karpe,20,44,Other,Postgraduate,Employed,Married,Yes,No,Yes,1,Assault,12,Good,Completed Sentence,6.45,Yes,Moderate,High,4,Middle,5,No,No,"H.No. 37, Kulkarni Zila, Mira-Bhayandar-733949"
439,Ayush,Deshmukh,30,40,Other,Graduate,Unemployed,Single,Yes,No,No,8,Fraud,11,Poor,Completed Sentence,8.85,Yes,Moderate,Moderate,4,Middle,0,Yes,Yes,"H.No. 39, Bhattacharyya Marg, Ozhukarai-804082"
440,Sarthak,Srinivas,14,18,Male,Graduate,Employed,Married,No,Yes,No,3,Drug Trafficking,14,Good,Parole,2.94,No,Strong,Low,3,Middle,1,No,Yes,"H.No. 14, Shukla Ganj, Chennai 007989"
441,Jeevika,Iyengar,21,22,Other,Secondary,Self-Employed,Married,Yes,Yes,No,9,Murder,5,Good,Escaped,5.47,No,Weak,High,1,High,5,No,No,"94, Prasad Street, Ambala-342476"
442,Anay,Patel,11,23,Male,No Formal Education,Employed,Married,Yes,No,Yes,0,Fraud,2,Poor,Completed Sentence,6.41,No,Moderate,Moderate,2,High,1,Yes,Yes,"73/715, Rege Path, Bhalswa Jahangir Pur-289665"
443,Ekani,Khosla,15,57,Female,Secondary,Unemployed,Married,Yes,No,No,2,Drug Trafficking,7,Poor,Parole,5.8,Yes,Weak,High,0,Low,3,No,No,"H.No. 68, Jain Road, Vasai-Virar-073465"
444,Vanya,Bera,11,60,Other,Secondary,Self-Employed,Single,Yes,No,No,1,Murder,9,Good,Escaped,5.09,Yes,Moderate,Low,1,Low,2,Yes,No,"63/10, Lall Zila, Durg 668540"
445,Bachittar,Bora,15,40,Male,Graduate,Self-Employed,Married,No,No,Yes,8,Assault,10,Average,Escaped,2.25,Yes,Weak,Moderate,2,Low,4,Yes,No,"H.No. 75, Sani Circle, Fatehpur-224895"
446,Advay,Prasad,27,36,Female,No Formal Education,Self-Employed,Widowed,Yes,Yes,No,1,Drug Trafficking,17,Poor,Escaped,1.82,Yes,Moderate,Moderate,1,Middle,4,No,Yes,"20, Dutt Circle, Agartala 245064"
447,Jack,Chand,11,43,Female,No Formal Education,Employed,Widowed,Yes,No,Yes,3,Murder,10,Good,Parole,5.66,No,Moderate,High,4,Low,2,Yes,No,"818, Sangha Chowk, Kakinada-319907"
448,Rudra,Banik,16,26,Male,Higher Secondary,Self-Employed,Divorced,Yes,No,No,0,Drug Trafficking,9,Poor,Parole,4.18,Yes,Moderate,Low,2,Low,4,Yes,No,"03, Madan Marg, Serampore-535105"
449,Priya,Mahajan,17,65,Other,Postgraduate,Self-Employed,Single,Yes,No,No,0,Drug Trafficking,18,Good,Completed Sentence,8.87,No,Strong,Low,0,Low,3,No,No,"05/68, Bobal Marg, Kolkata 140029"
450,Vaishnavi,Kalla,29,58,Other,No Formal Education,Employed,Married,Yes,Yes,Yes,9,Drug Trafficking,11,Good,Completed Sentence,2.16,Yes,Strong,Low,3,Low,1,Yes,No,"H.No. 68, Garde Road, Akola-178507"
451,Ridhi,Mander,14,18,Female,Secondary,Employed,Married,No,Yes,No,0,Drug Trafficking,13,Average,Completed Sentence,6.65,Yes,Strong,Low,3,High,0,No,Yes,"97, Sen Marg, Kozhikode 921105"
452,Janani,Sur,22,42,Female,Primary,Employed,Single,Yes,Yes,Yes,10,Assault,4,Good,Escaped,1.52,Yes,Moderate,Low,3,Low,1,No,No,"95/032, Gole Circle, Serampore 242071"
453,Lakshit,Vora,25,68,Female,No Formal Education,Employed,Widowed,No,No,Yes,9,Cybercrime,3,Good,Escaped,9.43,Yes,Strong,Low,2,Low,3,Yes,No,"H.No. 818, Dhaliwal Circle, Junagadh-163790"
454,Patrick,Menon,12,36,Male,Postgraduate,Self-Employed,Married,Yes,No,Yes,7,Drug Trafficking,11,Poor,Parole,2.11,No,Moderate,Moderate,4,Low,1,Yes,Yes,"497, Varkey Zila, Bhopal-941877"
455,Samesh,Rajan,20,67,Female,No Formal Education,Unemployed,Divorced,No,Yes,Yes,5,Murder,3,Poor,Parole,7.66,Yes,Strong,Low,3,Low,1,Yes,Yes,"41, Ramaswamy Nagar, Kalyan-Dombivli 235155"
456,Ayushman,Ganesh,11,49,Male,Primary,Self-Employed,Widowed,Yes,Yes,Yes,8,Assault,10,Average,Completed Sentence,9.14,No,Weak,Moderate,2,Low,5,Yes,No,"H.No. 44, Ram Circle, Kolkata 790207"
457,Edhitha,Yogi,14,60,Male,No Formal Education,Unemployed,Single,Yes,Yes,No,0,Drug Trafficking,18,Poor,Escaped,8.49,Yes,Weak,High,0,Middle,4,Yes,Yes,"H.No. 98, Korpal Chowk, Morbi 491271"
458,Pushti,Dhawan,25,67,Other,No Formal Education,Self-Employed,Single,Yes,No,No,1,Murder,10,Average,Completed Sentence,8.97,Yes,Strong,High,2,High,2,No,Yes,"94/32, Guha Ganj, Sultan Pur Majra 612753"
459,Falguni,Seshadri,30,50,Other,No Formal Education,Employed,Divorced,No,No,No,10,Cybercrime,18,Poor,Completed Sentence,3.66,Yes,Strong,Moderate,1,High,4,No,Yes,"H.No. 58, Sandhu Marg, Sirsa-570268"
460,Lucky,Bhatti,23,54,Female,Primary,Employed,Widowed,Yes,No,No,8,Assault,17,Good,Completed Sentence,4.13,No,Strong,Moderate,3,High,3,Yes,Yes,"06/59, Pillay Chowk, Jamalpur 070771"
461,Henry,Barad,26,50,Other,Primary,Unemployed,Married,Yes,No,No,0,Fraud,10,Good,Completed Sentence,9.46,Yes,Weak,Moderate,4,Low,4,Yes,Yes,"60, Lata Path, Tiruchirappalli 320404"
462,Jack,Aggarwal,12,44,Other,Postgraduate,Unemployed,Single,Yes,No,Yes,4,Cybercrime,19,Good,Completed Sentence,5.24,Yes,Weak,Moderate,3,Middle,5,No,No,"65/429, Wali Nagar, Guntakal 273222"
463,Nathan,Mohan,11,38,Male,Secondary,Employed,Single,Yes,Yes,No,9,Murder,17,Good,Parole,5.43,No,Moderate,Low,4,Low,1,Yes,Yes,"517, Parsa Street, Nanded-143269"
464,Balhaar,Bhatt,22,22,Male,Postgraduate,Self-Employed,Married,Yes,No,Yes,9,Cybercrime,8,Poor,Escaped,7.35,Yes,Moderate,Moderate,4,High,0,No,Yes,"H.No. 822, Minhas Path, Bally-905766"
465,Maya,Gulati,29,47,Other,Higher Secondary,Self-Employed,Divorced,No,Yes,No,4,Murder,5,Average,Escaped,9.82,Yes,Moderate,High,4,High,2,No,No,"H.No. 20, Jaggi Nagar, Kavali-723032"
466,Chanchal,Tank,16,19,Other,Secondary,Self-Employed,Married,Yes,No,No,4,Assault,13,Good,Escaped,4.09,No,Moderate,High,5,Middle,1,Yes,Yes,"H.No. 706, Garg Path, Arrah 772377"
467,Arjun,Kumer,13,44,Other,Primary,Self-Employed,Married,Yes,No,Yes,5,Theft,5,Average,Escaped,7.45,Yes,Moderate,Low,3,High,4,No,No,"H.No. 411, Edwin Nagar, Mathura 766220"
468,Krish,Sridhar,10,40,Male,Graduate,Employed,Married,Yes,No,Yes,4,Fraud,8,Good,Completed Sentence,1.15,No,Weak,Low,0,Low,5,No,Yes,"H.No. 20, Bera Path, Kirari Suleman Nagar 943063"
469,Thomas,Ratta,23,70,Female,Postgraduate,Employed,Married,No,No,No,6,Theft,5,Poor,Escaped,3.07,No,Moderate,High,3,Low,2,Yes,No,"H.No. 23, Kota Circle, Panihati-040238"
470,Zayan,Bath,22,40,Male,Postgraduate,Self-Employed,Married,Yes,Yes,No,10,Assault,5,Average,Escaped,7.3,Yes,Strong,High,1,Low,4,Yes,No,"14/55, Divan Ganj, Coimbatore 620887"
471,Pushti,Bumb,10,18,Other,No Formal Education,Self-Employed,Divorced,Yes,Yes,No,7,Fraud,3,Average,Completed Sentence,6.09,Yes,Strong,Moderate,5,Low,1,Yes,Yes,"H.No. 770, Prasad, Deoghar 312599"
472,Diya,Pau,11,19,Female,Secondary,Self-Employed,Widowed,Yes,No,No,7,Murder,20,Average,Parole,5.45,No,Weak,High,0,Low,1,Yes,Yes,"00/32, Bhatti Nagar, Karnal-708977"
473,Niharika,Bhargava,29,51,Other,Higher Secondary,Unemployed,Widowed,No,Yes,Yes,2,Cybercrime,19,Good,Parole,4.19,No,Weak,Moderate,5,Low,5,No,Yes,"076, Gour Path, Raiganj 983607"
474,Kavya,Basu,12,23,Male,Secondary,Self-Employed,Widowed,No,Yes,No,0,Cybercrime,12,Good,Escaped,8.23,No,Weak,Moderate,5,Low,1,Yes,No,"172, Vig Ganj, Ambala-783177"
475,Charvi,Savant,25,34,Male,Higher Secondary,Self-Employed,Married,No,Yes,No,10,Assault,5,Poor,Parole,3.22,No,Strong,High,2,Middle,1,No,Yes,"H.No. 608, Raju, Jaipur 953419"
476,Balveer,Dixit,28,54,Female,No Formal Education,Unemployed,Divorced,Yes,Yes,No,4,Cybercrime,12,Poor,Escaped,8.74,Yes,Moderate,Moderate,4,High,1,Yes,No,"790, Menon, Anantapur-211109"
477,Bakhshi,Khalsa,23,68,Other,Graduate,Unemployed,Married,Yes,Yes,Yes,4,Drug Trafficking,9,Poor,Completed Sentence,9.75,Yes,Weak,Low,1,Low,1,No,No,"H.No. 73, Sehgal Ganj, Udaipur-189462"
478,Manbir,Grewal,19,25,Male,Postgraduate,Unemployed,Divorced,Yes,No,Yes,8,Theft,18,Poor,Completed Sentence,8.31,No,Weak,Moderate,2,Low,4,No,No,"05/645, Shan Path, Bhiwani-966471"
479,Anamika,Khanna,18,30,Female,Graduate,Self-Employed,Widowed,Yes,No,Yes,9,Assault,17,Poor,Parole,7.83,Yes,Moderate,Moderate,0,High,5,Yes,No,"03/078, Yogi Street, Sonipat 765207"
480,Damyanti,Issac,25,49,Male,Graduate,Employed,Single,No,No,No,10,Murder,1,Average,Escaped,8.44,Yes,Strong,Low,2,Low,2,No,No,"81/154, Nadig Path, Avadi-399149"
481,Sathvik,Pandey,14,70,Female,Graduate,Unemployed,Widowed,No,No,Yes,2,Theft,7,Average,Escaped,2.9,No,Moderate,High,4,Middle,0,No,Yes,"89, Ramaswamy Path, Ongole-366619"
482,Urmi,Madan,20,57,Other,Graduate,Unemployed,Married,Yes,No,No,9,Theft,1,Poor,Completed Sentence,7.84,Yes,Moderate,High,3,Low,3,No,No,"H.No. 714, Gola Zila, Erode 392541"
483,Manan,Mani,12,62,Other,Postgraduate,Self-Employed,Divorced,Yes,No,No,3,Drug Trafficking,16,Good,Completed Sentence,8.86,No,Weak,Low,0,Middle,0,Yes,No,"H.No. 941, Maharaj Street, Kurnool 201918"
484,Siddharth,Purohit,27,31,Male,Postgraduate,Unemployed,Divorced,No,No,No,10,Fraud,12,Poor,Parole,5.75,Yes,Moderate,Low,1,High,3,Yes,No,"H.No. 91, Palla Path, Karnal 430022"
485,Kevin,Ramesh,22,31,Male,Graduate,Employed,Married,Yes,No,Yes,9,Theft,7,Good,Parole,7.12,No,Weak,High,0,Middle,5,No,No,"H.No. 191, Rau Street, Karawal Nagar-489620"
486,Waida,Peri,24,69,Female,Secondary,Unemployed,Married,No,No,Yes,10,Theft,1,Poor,Escaped,3.42,No,Strong,Moderate,1,High,1,No,Yes,"79, Chana Zila, Suryapet-963109"
487,Nitara,Kala,23,47,Female,Higher Secondary,Self-Employed,Divorced,No,No,No,1,Fraud,10,Good,Completed Sentence,9.98,Yes,Strong,High,5,High,1,Yes,Yes,"H.No. 746, Jhaveri Nagar, Kulti-639440"
488,Gaurav,Agate,10,68,Male,Postgraduate,Employed,Widowed,Yes,No,Yes,7,Fraud,5,Poor,Completed Sentence,5.68,Yes,Weak,Low,3,Middle,5,No,No,"52/272, Sandhu Road, North Dumdum-167021"
489,Nitesh,Biswas,16,41,Male,No Formal Education,Employed,Married,No,No,No,6,Cybercrime,12,Good,Completed Sentence,2.66,No,Moderate,Moderate,3,Middle,3,No,Yes,"21/420, Rai Zila, Suryapet-648892"
490,Netra,Kade,27,50,Male,No Formal Education,Employed,Divorced,No,Yes,Yes,10,Theft,3,Good,Parole,4.79,Yes,Strong,Low,4,Middle,4,Yes,Yes,"808, Srinivas, Jamnagar-074282"
491,Chandresh,Ganguly,11,20,Other,Higher Secondary,Unemployed,Married,Yes,Yes,Yes,2,Fraud,19,Average,Completed Sentence,3.67,Yes,Weak,High,2,Middle,3,Yes,No,"H.No. 747, Bains Ganj, Rampur-135344"
492,Caleb,Jha,23,25,Female,Secondary,Unemployed,Divorced,No,Yes,Yes,5,Assault,9,Good,Parole,1.23,No,Moderate,Low,2,Middle,5,No,No,"07/96, Gola, Gopalpur-574401"
